"Year"	"DepthStratum"	"N"	"n21"	"n18"	"n15"	"n12"
"2020"	"0-3m"	8	7	6	5	4
"2020"	"0-3m"	8	7	6	5	4
"2020"	"0-3m"	8	7	6	5	4
"2020"	"0-3m"	8	7	6	5	4
"2020"	"3-6m"	8	7	6	5	4
"2020"	"3-6m"	8	7	6	5	4
"2020"	"3-6m"	8	7	6	5	4
"2020"	"3-6m"	8	7	6	5	4
"2020"	"3-6m"	8	7	6	5	4
"2020"	"3-6m"	8	7	6	5	4
"2020"	"3-6m"	8	7	6	5	4
"2020"	"3-6m"	8	7	6	5	4
"2020"	"6-12m"	8	7	6	5	4
"2020"	"6-12m"	8	7	6	5	4
"2020"	"6-12m"	8	7	6	5	4
"2020"	"6-12m"	8	7	6	5	4
"2020"	"6-12m"	8	7	6	5	4
"2020"	"6-12m"	8	7	6	5	4
"2020"	"6-12m"	8	7	6	5	4
"2020"	"6-12m"	8	7	6	5	4
"2021"	"0-3m"	8	7	6	5	4
"2021"	"0-3m"	8	7	6	5	4
"2021"	"0-3m"	8	7	6	5	4
"2021"	"0-3m"	8	7	6	5	4
"2021"	"0-3m"	8	7	6	5	4
"2021"	"0-3m"	8	7	6	5	4
"2021"	"0-3m"	8	7	6	5	4
"2021"	"0-3m"	8	7	6	5	4
"2021"	"3-6m"	8	7	6	5	4
"2021"	"3-6m"	8	7	6	5	4
"2021"	"3-6m"	8	7	6	5	4
"2021"	"3-6m"	8	7	6	5	4
"2021"	"3-6m"	8	7	6	5	4
"2021"	"3-6m"	8	7	6	5	4
"2021"	"3-6m"	8	7	6	5	4
"2021"	"3-6m"	8	7	6	5	4
"2021"	"3-6m"	8	7	6	5	4
"2021"	"3-6m"	8	7	6	5	4
"2021"	"6-12m"	8	7	6	5	4
"2021"	"6-12m"	8	7	6	5	4
"2021"	"6-12m"	8	7	6	5	4
"2021"	"6-12m"	8	7	6	5	4
"2021"	"6-12m"	8	7	6	5	4
"2021"	"6-12m"	8	7	6	5	4
